ABCIndicator,Month,ProductClassDesc,ProductLineDesc,SalesDistrictDesc,Shippable_$,Year
B,7,Substation SC Arresters,Arresters,CANADA UTILITY,2396.62,2018
A,7,Substation SC Arresters,Arresters,CANADA UTILITY,0,2018
D,7,Substation SC Arresters,Arresters,APAC,9218.1,2018
C,7,Substation SC Arresters,Arresters,APAC,76859.93,2018
B,7,Substation SC Arresters,Arresters,APAC,1648.17,2018
A,7,Substation SC Arresters,Arresters,APAC,20974.11,2018
D,7,Substation HC Arresters,Arresters,West Region,4171.74,2018
C,7,Substation HC Arresters,Arresters,West Region,0,2018
B,7,Substation HC Arresters,Arresters,West Region,1690.47,2018
A,7,Substation HC Arresters,Arresters,West Region,2238.78,2018
D,7,Substation HC Arresters,Arresters,SOUTHEAST REGION,5172.27,2018
C,7,Substation HC Arresters,Arresters,SOUTHEAST REGION,1668.28,2018
B,7,Substation HC Arresters,Arresters,SOUTHEAST REGION,8076.54,2018
A,7,Substation HC Arresters,Arresters,SOUTHEAST REGION,0,2018
D,7,Substation SC Arresters,Arresters,EuropeMidEastAfrica,0,2018
B,7,Distribution Connectors,Connectors,SOUTH CENTRAL REGION,53884.55,2018
B,7,Substation SC Arresters,Arresters,Greater China,0,2018
A,7,Substation SC Arresters,Arresters,House Accounts,801.78,2018
D,7,Substation SC Arresters,Arresters,North East Region,0,2018
C,7,Substation SC Arresters,Arresters,North East Region,811.31,2018
B,7,Substation SC Arresters,Arresters,North East Region,18990.64,2018
A,7,Substation SC Arresters,Arresters,North East Region,21194.19,2018
1,7,Substation SC Arresters,Arresters,North East Region,0,2018
D,7,Substation SC Arresters,Arresters,NORTH CENTRAL REGION,3331.8,2018
C,7,Substation SC Arresters,Arresters,NORTH CENTRAL REGION,5116.42,2018
B,7,Substation SC Arresters,Arresters,NORTH CENTRAL REGION,9338.94,2018
A,7,Substation SC Arresters,Arresters,NORTH CENTRAL REGION,8054.76,2018
1,7,Substation SC Arresters,Arresters,NORTH CENTRAL REGION,2741.85,2018
D,7,Substation SC Arresters,Arresters,Latin America,6048.66,2018
C,7,Substation SC Arresters,Arresters,Latin America,4215.33,2018
B,7,Substation SC Arresters,Arresters,Latin America,6914.82,2018
A,7,Substation SC Arresters,Arresters,Latin America,3118.16,2018
D,7,Substation SC Arresters,Arresters,House Accounts,2020.65,2018
C,7,Substation SC Arresters,Arresters,House Accounts,4249.77,2018
B,7,Substation SC Arresters,Arresters,House Accounts,0,2018
C,7,Substation SC Arresters,Arresters,Greater China,0,2018
C,7,Distribution Connectors,Connectors,SOUTH CENTRAL REGION,4690.71,2018
B,7,Electro Composites,Bushings,North East Region,0,2018
A,7,Distribution Connectors,Connectors,SOUTHEAST REGION,80784.68,2018
A,7,Utility Anchors,Construction,SOUTH CENTRAL REGION,66186.34,2018
1,7,Utility Anchors,Construction,SOUTH CENTRAL REGION,112702.81,2018
##,7,Utility Anchors,Construction,SOUTH CENTRAL REGION,0,2018
P,7,Utility Anchors,Construction,North East Region,486,2018
D,7,Utility Anchors,Construction,North East Region,0,2018
C,7,Utility Anchors,Construction,North East Region,286,2018
B,7,Utility Anchors,Construction,North East Region,21961.98,2018
B,7,Utility Anchors,Construction,SOUTH CENTRAL REGION,26798.33,2018
A,7,Utility Anchors,Construction,North East Region,53879.26,2018
P,7,Utility Anchors,Construction,NORTH CENTRAL REGION,0,2018
C,7,Utility Anchors,Construction,NORTH CENTRAL REGION,5263.2,2018
B,7,Utility Anchors,Construction,NORTH CENTRAL REGION,10396.44,2018
A,7,Utility Anchors,Construction,NORTH CENTRAL REGION,54355.68,2018
1,7,Utility Anchors,Construction,NORTH CENTRAL REGION,86138.6,2018
##,7,Utility Anchors,Construction,NORTH CENTRAL REGION,0,2018
P,7,Utility Anchors,Construction,Latin America,0,2018
1,7,Utility Anchors,Construction,North East Region,74110.57,2018
C,7,Utility Anchors,Construction,SOUTH CENTRAL REGION,4791.95,2018
P,7,Utility Anchors,Construction,SOUTH CENTRAL REGION,16360.3,2018
##,7,Utility Anchors,Construction,SOUTHEAST REGION,0,2018
C,7,Above Ground,Enclosures & Drains,Communication - East,394,2018
B,7,Above Ground,Enclosures & Drains,Communication - East,0,2018
A,7,Above Ground,Enclosures & Drains,Communication - East,0,2018
1,7,Above Ground,Enclosures & Drains,Communication - East,0,2018
C,7,Above Ground,Enclosures & Drains,CANADA UTILITY,0,2018
B,7,Above Ground,Enclosures & Drains,CANADA UTILITY,0,2018
P,7,Utility Anchors,Construction,West Region,0,2018
C,7,Utility Anchors,Construction,West Region,967.77,2018
B,7,Utility Anchors,Construction,West Region,46688.06,2018
A,7,Utility Anchors,Construction,West Region,49881.1,2018
1,7,Utility Anchors,Construction,West Region,29892.61,2018
##,7,Utility Anchors,Construction,West Region,1103.55,2018
P,7,Utility Anchors,Construction,SOUTHEAST REGION,857.84,2018
C,7,Utility Anchors,Construction,SOUTHEAST REGION,2452.56,2018
B,7,Utility Anchors,Construction,SOUTHEAST REGION,3624.24,2018
A,7,Utility Anchors,Construction,SOUTHEAST REGION,77580.35,2018
1,7,Utility Anchors,Construction,SOUTHEAST REGION,84882.92,2018
B,7,Utility Anchors,Construction,Latin America,45551.1,2018
1,7,Above Ground,Enclosures & Drains,Communication - West,0,2018
A,7,Utility Anchors,Construction,Latin America,14833.69,2018
D,7,Utility Anchors,Construction,House Accounts,0,2018
1,7,Utility Anchors,Construction,APAC,6683.2,2018
P,7,Pole Line Hardware,Construction,West Region,208.4,2018
D,7,Pole Line Hardware,Construction,West Region,79,2018
C,7,Pole Line Hardware,Construction,West Region,1024.5,2018
B,7,Pole Line Hardware,Construction,West Region,58417.35,2018
A,7,Pole Line Hardware,Construction,West Region,25715.58,2018
1,7,Pole Line Hardware,Construction,West Region,47538.48,2018
A,7,Utility Anchors,Construction,APAC,11000.16,2018
P,7,Pole Line Hardware,Construction,SOUTHEAST REGION,11282.8,2018
C,7,Pole Line Hardware,Construction,SOUTHEAST REGION,6368.58,2018
B,7,Pole Line Hardware,Construction,SOUTHEAST REGION,13627.58,2018
A,7,Pole Line Hardware,Construction,SOUTHEAST REGION,11457.83,2018
1,7,Pole Line Hardware,Construction,SOUTHEAST REGION,21757.44,2018
##,7,Pole Line Hardware,Construction,SOUTHEAST REGION,279.64,2018
P,7,Pole Line Hardware,Construction,SOUTH CENTRAL REGION,436.51,2018
D,7,Pole Line Hardware,Construction,SOUTH CENTRAL REGION,0,2018
D,7,Pole Line Hardware,Construction,SOUTHEAST REGION,247.63,2018
C,7,Utility Anchors,Construction,APAC,6110.01,2018
##,7,Utility Anchors,Construction,CANADA UTILITY,57525.56,2018
1,7,Utility Anchors,Construction,CANADA UTILITY,47980.05,2018
C,7,Utility Anchors,Construction,House Accounts,0,2018
A,7,Utility Anchors,Construction,EuropeMidEastAfrica,6985,2018
1,7,Utility Anchors,Construction,EuropeMidEastAfrica,37820.88,2018
P,7,Utility Anchors,Construction,Communication - West,4550.04,2018
C,7,Utility Anchors,Construction,Communication - West,5446.8,2018
B,7,Utility Anchors,Construction,Communication - West,10800.65,2018
A,7,Utility Anchors,Construction,Communication - West,18133.53,2018
1,7,Utility Anchors,Construction,Communication - West,70325.27,2018
C,7,Utility Anchors,Construction,Communication - East,0,2018
B,7,Utility Anchors,Construction,Communication - East,788.76,2018
A,7,Utility Anchors,Construction,Communication - East,5273.92,2018
1,7,Utility Anchors,Construction,Communication - East,115197.78,2018
C,7,Utility Anchors,Construction,Civil Construction,730.56,2018
P,7,Utility Anchors,Construction,CANADA UTILITY,13373.63,2018
C,7,Utility Anchors,Construction,CANADA UTILITY,0,2018
B,7,Utility Anchors,Construction,CANADA UTILITY,27064.38,2018
A,7,Utility Anchors,Construction,CANADA UTILITY,21238.52,2018
1,7,Utility Anchors,Construction,Latin America,17086.68,2018
C,7,Pole Line Hardware,Construction,SOUTH CENTRAL REGION,45584.08,2018
A,7,Above Ground,Enclosures & Drains,Communication - West,0,2018
B,7,Above Ground,Enclosures & Drains,House Accounts,0,2018
P,7,Underground,Enclosures & Drains,Communication - East,102029.72,2018
C,7,Underground,Enclosures & Drains,Communication - East,167861.15,2018
B,7,Underground,Enclosures & Drains,Communication - East,0,2018
A,7,Underground,Enclosures & Drains,Communication - East,2012.7,2018
1,7,Underground,Enclosures & Drains,Communication - East,9397.37,2018
C,7,Underground,Enclosures & Drains,Communication - EMEA,0,2018
P,7,Underground,Enclosures & Drains,CANADA UTILITY,0,2018
1,7,Underground,Enclosures & Drains,Communication - West,20914,2018
C,7,Underground,Enclosures & Drains,CANADA UTILITY,0,2018
A,7,Underground,Enclosures & Drains,CANADA UTILITY,0,2018
1,7,Underground,Enclosures & Drains,CANADA UTILITY,0,2018
P,7,Hot Box,Enclosures & Drains,LC ENCLOSURES,3133.09,2018
C,7,Hot Box,Enclosures & Drains,LC ENCLOSURES,7357.6,2018
B,7,Hot Box,Enclosures & Drains,LC ENCLOSURES,4993.54,2018
A,7,Hot Box,Enclosures & Drains,LC ENCLOSURES,0,2018
B,7,Hot Box,Enclosures & Drains,Communication - West,0,2018
B,7,Underground,Enclosures & Drains,CANADA UTILITY,0,2018
B,7,Underground,Enclosures & Drains,Communication - West,1158.78,2018
C,7,Underground,Enclosures & Drains,Communication - West,64479.55,2018
P,7,Underground,Enclosures & Drains,Communication - West,0,2018
B,7,Underground,Enclosures & Drains,North East Region,0,2018
1,7,Distribution Connectors,Connectors,SOUTHEAST REGION,19919.3,2018
C,7,Underground,Enclosures & Drains,NORTH CENTRAL REGION,4630.92,2018
B,7,Underground,Enclosures & Drains,NORTH CENTRAL REGION,0,2018
A,7,Underground,Enclosures & Drains,NORTH CENTRAL REGION,0,2018
1,7,Underground,Enclosures & Drains,NORTH CENTRAL REGION,0,2018
P,7,Underground,Enclosures & Drains,LC ENCLOSURES,62340.28,2018
D,7,Underground,Enclosures & Drains,LC ENCLOSURES,0,2018
C,7,Underground,Enclosures & Drains,LC ENCLOSURES,208216.26,2018
B,7,Underground,Enclosures & Drains,LC ENCLOSURES,16947.11,2018
A,7,Underground,Enclosures & Drains,LC ENCLOSURES,3872.21,2018
1,7,Underground,Enclosures & Drains,LC ENCLOSURES,75241.9,2018
C,7,Underground,Enclosures & Drains,House Accounts,16468.16,2018
B,7,Underground,Enclosures & Drains,House Accounts,484.38,2018
A,7,Underground,Enclosures & Drains,House Accounts,243.48,2018
1,7,Underground,Enclosures & Drains,House Accounts,16377.82,2018
C,7,Underground,Enclosures & Drains,EuropeMidEastAfrica,0,2018
P,7,Drain,Enclosures & Drains,LC ENCLOSURES,13805.3,2018
C,7,Above Ground,Enclosures & Drains,Communication - West,2696.22,2018
C,7,Drain,Enclosures & Drains,LC ENCLOSURES,553.45,2018
A,7,Drain,Enclosures & Drains,LC ENCLOSURES,8549.26,2018
C,7,Above Ground,Enclosures & Drains,SOUTHEAST REGION,1240.2,2018
B,7,Above Ground,Enclosures & Drains,SOUTHEAST REGION,0,2018
A,7,Above Ground,Enclosures & Drains,SOUTHEAST REGION,0,2018
C,7,Above Ground,Enclosures & Drains,SOUTH CENTRAL REGION,0,2018
B,7,Above Ground,Enclosures & Drains,SOUTH CENTRAL REGION,0,2018
A,7,Above Ground,Enclosures & Drains,SOUTH CENTRAL REGION,0,2018
C,7,Above Ground,Enclosures & Drains,North East Region,3772.21,2018
P,7,Above Ground,Enclosures & Drains,SOUTHEAST REGION,0,2018
B,7,Above Ground,Enclosures & Drains,North East Region,0,2018
C,7,Above Ground,Enclosures & Drains,NORTH CENTRAL REGION,4671.6,2018
B,7,Above Ground,Enclosures & Drains,NORTH CENTRAL REGION,0,2018
P,7,Above Ground,Enclosures & Drains,LC ENCLOSURES,0,2018
C,7,Above Ground,Enclosures & Drains,LC ENCLOSURES,1903.1,2018
B,7,Above Ground,Enclosures & Drains,LC ENCLOSURES,0,2018
A,7,Above Ground,Enclosures & Drains,LC ENCLOSURES,0,2018
C,7,Above Ground,Enclosures & Drains,House Accounts,0,2018
A,7,Above Ground,Enclosures & Drains,North East Region,0,2018
A,7,Above Ground,Enclosures & Drains,West Region,0,2018
B,7,Above Ground,Enclosures & Drains,West Region,0,2018
C,7,Above Ground,Enclosures & Drains,West Region,2867.66,2018
1,7,Drain,Enclosures & Drains,LC ENCLOSURES,2691.73,2018
C,7,Accessories,Enclosures & Drains,West Region,0,2018
C,7,Accessories,Enclosures & Drains,SOUTHEAST REGION,0,2018
B,7,Accessories,Enclosures & Drains,SOUTHEAST REGION,0,2018
C,7,Accessories,Enclosures & Drains,SOUTH CENTRAL REGION,0,2018
C,7,Accessories,Enclosures & Drains,NORTH CENTRAL REGION,0,2018
D,7,Accessories,Enclosures & Drains,LC ENCLOSURES,0,2018
C,7,Accessories,Enclosures & Drains,LC ENCLOSURES,708.48,2018
B,7,Accessories,Enclosures & Drains,LC ENCLOSURES,0,2018
A,7,Accessories,Enclosures & Drains,LC ENCLOSURES,137.32,2018
B,7,Accessories,Enclosures & Drains,Communication - West,0,2018
A,7,Accessories,Enclosures & Drains,Communication - West,0,2018
1,7,Accessories,Enclosures & Drains,Communication - West,399,2018
B,7,Accessories,Enclosures & Drains,Communication - East,0,2018
A,7,Accessories,Enclosures & Drains,Communication - East,0,2018
1,7,Accessories,Enclosures & Drains,Communication - East,1309.2,2018
P,7,Above Ground,Enclosures & Drains,West Region,13680.77,2018
B,7,Drain,Enclosures & Drains,LC ENCLOSURES,2570.69,2018
B,7,Pole Line Hardware,Construction,SOUTH CENTRAL REGION,27921.14,2018
B,7,Above Ground,Enclosures & Drains,Communication - West,620.76,2018
1,7,Pole Line Hardware,Construction,SOUTH CENTRAL REGION,44774.64,2018
A,7,Transmission Connectors,Connectors,Civil Construction,0,2018
C,7,Transmission Connectors,Connectors,CANADA UTILITY,15678.12,2018
B,7,Transmission Connectors,Connectors,CANADA UTILITY,9055.81,2018
A,7,Transmission Connectors,Connectors,CANADA UTILITY,44417.01,2018
1,7,Transmission Connectors,Connectors,CANADA UTILITY,6553.42,2018
B,7,Transmission Connectors,Connectors,APAC,0,2018
A,7,Transmission Connectors,Connectors,APAC,0,2018
1,7,Transmission Connectors,Connectors,Communication - East,0,2018
1,7,Transmission Connectors,Connectors,APAC,0,2018
B,7,Substation Connectors,Connectors,West Region,10469.96,2018
A,7,Substation Connectors,Connectors,West Region,4941.36,2018
1,7,Substation Connectors,Connectors,West Region,0,2018
C,7,Substation Connectors,Connectors,SOUTHEAST REGION,28765.32,2018
B,7,Substation Connectors,Connectors,SOUTHEAST REGION,47064.99,2018
A,7,Substation Connectors,Connectors,SOUTHEAST REGION,48270.75,2018
D,7,Substation Connectors,Connectors,SOUTH CENTRAL REGION,252.34,2018
C,7,Substation Connectors,Connectors,West Region,12897.71,2018
B,7,Transmission Connectors,Connectors,Communication - East,0,2018
A,7,Transmission Connectors,Connectors,EuropeMidEastAfrica,40099.05,2018
B,7,Transmission Connectors,Connectors,EuropeMidEastAfrica,13403.07,2018
P,7,Transmission Connectors,Connectors,North East Region,0,2018
D,7,Transmission Connectors,Connectors,North East Region,1834.94,2018
C,7,Transmission Connectors,Connectors,North East Region,66073.83,2018
B,7,Transmission Connectors,Connectors,North East Region,94907.01,2018
A,7,Transmission Connectors,Connectors,North East Region,103527.08,2018
1,7,Transmission Connectors,Connectors,North East Region,16923.42,2018
##,7,Transmission Connectors,Connectors,North East Region,300,2018
D,7,Transmission Connectors,Connectors,NORTH CENTRAL REGION,0,2018
C,7,Transmission Connectors,Connectors,NORTH CENTRAL REGION,35248.21,2018
B,7,Transmission Connectors,Connectors,NORTH CENTRAL REGION,20084.89,2018
A,7,Transmission Connectors,Connectors,NORTH CENTRAL REGION,22632.28,2018
1,7,Transmission Connectors,Connectors,NORTH CENTRAL REGION,375.25,2018
C,7,Transmission Connectors,Connectors,Latin America,19579.35,2018
B,7,Transmission Connectors,Connectors,Latin America,59.49,2018
A,7,Transmission Connectors,Connectors,Latin America,4647.04,2018
1,7,Transmission Connectors,Connectors,Latin America,783.17,2018
C,7,Transmission Connectors,Connectors,EuropeMidEastAfrica,13797.72,2018
C,7,Substation Connectors,Connectors,SOUTH CENTRAL REGION,2789.17,2018
1,7,Transmission Connectors,Connectors,SOUTH CENTRAL REGION,33505.91,2018
B,7,Substation Connectors,Connectors,SOUTH CENTRAL REGION,8651.49,2018
1,7,Substation Connectors,Connectors,SOUTH CENTRAL REGION,11.12,2018
A,7,Substation Connectors,Connectors,CANADA UTILITY,3250.79,2018
B,7,Substation Connectors,Connectors,APAC,10467.6,2018
A,7,Substation Connectors,Connectors,APAC,6711.99,2018
B,7,Plastic Loops,Connectors,West Region,0,2018
B,7,Plastic Loops,Connectors,SOUTHEAST REGION,0,2018
B,7,Plastic Loops,Connectors,NORTH CENTRAL REGION,0,2018
B,7,Plastic Loops,Connectors,Communication - East,0,2018
B,7,Substation Connectors,Connectors,CANADA UTILITY,0,2018
A,7,Plastic Loops,Connectors,Communication - East,0,2018
B,7,Distribution Connectors,Connectors,West Region,89615.53,2018
A,7,Distribution Connectors,Connectors,West Region,63902.54,2018
1,7,Distribution Connectors,Connectors,West Region,26026.1,2018
D,7,Distribution Connectors,Connectors,SOUTHEAST REGION,0,2018
A,7,Pole Line Hardware,Construction,SOUTH CENTRAL REGION,80561.5,2018
C,7,Distribution Connectors,Connectors,SOUTHEAST REGION,62683.77,2018
B,7,Distribution Connectors,Connectors,SOUTHEAST REGION,66736.12,2018
C,7,Distribution Connectors,Connectors,West Region,10630.98,2018
C,7,Substation Connectors,Connectors,CANADA UTILITY,6165.98,2018
A,7,Substation Connectors,Connectors,EuropeMidEastAfrica,3803.93,2018
B,7,Substation Connectors,Connectors,EuropeMidEastAfrica,1210.41,2018
D,7,Substation Connectors,Connectors,North East Region,0,2018
C,7,Substation Connectors,Connectors,North East Region,3430.71,2018
B,7,Substation Connectors,Connectors,North East Region,4683.23,2018
A,7,Substation Connectors,Connectors,North East Region,7570.47,2018
1,7,Substation Connectors,Connectors,North East Region,651.49,2018
##,7,Substation Connectors,Connectors,North East Region,0,2018
C,7,Substation Connectors,Connectors,NORTH CENTRAL REGION,4721.22,2018
B,7,Substation Connectors,Connectors,NORTH CENTRAL REGION,7427.16,2018
A,7,Substation Connectors,Connectors,NORTH CENTRAL REGION,9275.84,2018
1,7,Substation Connectors,Connectors,NORTH CENTRAL REGION,262.4,2018
##,7,Substation Connectors,Connectors,NORTH CENTRAL REGION,68.46,2018
D,7,Substation Connectors,Connectors,Latin America,397.96,2018
C,7,Substation Connectors,Connectors,Latin America,3395.48,2018
B,7,Substation Connectors,Connectors,Latin America,7077.42,2018
A,7,Substation Connectors,Connectors,Latin America,6388.06,2018
1,7,Substation Connectors,Connectors,Latin America,0,2018
C,7,Substation Connectors,Connectors,EuropeMidEastAfrica,6932.67,2018
A,7,Substation Connectors,Connectors,SOUTH CENTRAL REGION,5081.8,2018
A,7,Transmission Connectors,Connectors,SOUTH CENTRAL REGION,43466.87,2018
1,7,Substation Connectors,Connectors,SOUTHEAST REGION,30579.35,2018
C,7,Pole Line Hardware,Construction,EuropeMidEastAfrica,64.98,2018
P,7,Pole Line Hardware,Construction,EuropeMidEastAfrica,5163.29,2018
B,7,Pole Line Hardware,Construction,EuropeMidEastAfrica,34336.63,2018
A,7,Pole Line Hardware,Construction,EuropeMidEastAfrica,12896.26,2018
##,7,Pole Line Hardware,Construction,EuropeMidEastAfrica,16563.54,2018
C,7,Pole Line Hardware,Construction,Communication - West,616.92,2018
B,7,Pole Line Hardware,Construction,Communication - West,1311.25,2018
